barcode,id,label,iiif,FILE
Z119584600,501,page501,"https://iiif.onb.ac.at/images/ABO/Z119584600/00501/1067,2148,333,244/full/0/native.jpg",Z119584600_00501_page501_01.jpg
Z136981808,459,page459,"https://iiif.onb.ac.at/images/ABO/Z136981808/00459/11,1304,2111,1375/full/0/native.jpg",Z136981808_00459_page459_01.jpg
Z136981808,380,page380,"https://iiif.onb.ac.at/images/ABO/Z136981808/00380/1200,1290,522,629/full/0/native.jpg",Z136981808_00380_page380_01.jpg
Z136981808,281,page281,"https://iiif.onb.ac.at/images/ABO/Z136981808/00281/0,154,2671,3314/full/0/native.jpg",Z136981808_00281_page281_01.jpg
Z136981808,379,page379,"https://iiif.onb.ac.at/images/ABO/Z136981808/00379/1089,642,426,808/full/0/native.jpg",Z136981808_00379_page379_01.jpg
Z136981808,121,page121,"https://iiif.onb.ac.at/images/ABO/Z136981808/00121/640,864,1374,1954/full/0/native.jpg",Z136981808_00121_page121_01.jpg
Z136981808,276,page276,"https://iiif.onb.ac.at/images/ABO/Z136981808/00276/582,1053,1760,1051/full/0/native.jpg",Z136981808_00276_page276_01.jpg
Z136981808,94,page94,"https://iiif.onb.ac.at/images/ABO/Z136981808/00094/828,1547,1288,742/full/0/native.jpg",Z136981808_00094_page94_01.jpg
Z136981808,342,page342,"https://iiif.onb.ac.at/images/ABO/Z136981808/00342/795,695,1429,2319/full/0/native.jpg",Z136981808_00342_page342_01.jpg
Z136981808,395,page395,"https://iiif.onb.ac.at/images/ABO/Z136981808/00395/535,645,1418,848/full/0/native.jpg",Z136981808_00395_page395_01.jpg
Z136981808,359,page359,"https://iiif.onb.ac.at/images/ABO/Z136981808/00359/353,1545,1735,1149/full/0/native.jpg",Z136981808_00359_page359_01.jpg
Z136981808,419,page419,"https://iiif.onb.ac.at/images/ABO/Z136981808/00419/611,759,1283,2196/full/0/native.jpg",Z136981808_00419_page419_01.jpg
Z136981808,129,page129,"https://iiif.onb.ac.at/images/ABO/Z136981808/00129/483,500,1536,2641/full/0/native.jpg",Z136981808_00129_page129_01.jpg
Z136981808,403,page403,"https://iiif.onb.ac.at/images/ABO/Z136981808/00403/545,734,1459,2249/full/0/native.jpg",Z136981808_00403_page403_01.jpg
Z136981808,114,page114,"https://iiif.onb.ac.at/images/ABO/Z136981808/00114/820,1789,1307,694/full/0/native.jpg",Z136981808_00114_page114_01.jpg
Z136981808,39,page39,"https://iiif.onb.ac.at/images/ABO/Z136981808/00039/594,967,1510,619/full/0/native.jpg",Z136981808_00039_page39_01.jpg
Z136981808,154,page154,"https://iiif.onb.ac.at/images/ABO/Z136981808/00154/904,1029,1098,1742/full/0/native.jpg",Z136981808_00154_page154_01.jpg
Z136981808,447,page447,"https://iiif.onb.ac.at/images/ABO/Z136981808/00447/771,711,1058,893/full/0/native.jpg",Z136981808_00447_page447_01.jpg
Z136981808,232,page232,"https://iiif.onb.ac.at/images/ABO/Z136981808/00232/754,1991,1404,891/full/0/native.jpg",Z136981808_00232_page232_01.jpg
Z136981808,280,page280,"https://iiif.onb.ac.at/images/ABO/Z136981808/00280/54,116,2756,3377/full/0/native.jpg",Z136981808_00280_page280_01.jpg
Z136981808,119,page119,"https://iiif.onb.ac.at/images/ABO/Z136981808/00119/645,725,1341,571/full/0/native.jpg",Z136981808_00119_page119_01.jpg
Z136981808,301,page301,"https://iiif.onb.ac.at/images/ABO/Z136981808/00301/418,2010,1694,836/full/0/native.jpg",Z136981808_00301_page301_01.jpg
Z136981808,304,page304,"https://iiif.onb.ac.at/images/ABO/Z136981808/00304/734,765,1457,2239/full/0/native.jpg",Z136981808_00304_page304_01.jpg
Z136981808,122,page122,"https://iiif.onb.ac.at/images/ABO/Z136981808/00122/852,1067,1242,1157/full/0/native.jpg",Z136981808_00122_page122_01.jpg
Z136981808,56,page56,"https://iiif.onb.ac.at/images/ABO/Z136981808/00056/744,1144,1403,551/full/0/native.jpg",Z136981808_00056_page56_01.jpg
Z136981808,278,page278,"https://iiif.onb.ac.at/images/ABO/Z136981808/00278/1038,1205,887,642/full/0/native.jpg",Z136981808_00278_page278_01.jpg
Z136981808,385,page385,"https://iiif.onb.ac.at/images/ABO/Z136981808/00385/827,696,1489,2119/full/0/native.jpg",Z136981808_00385_page385_01.jpg
Z136981808,468,page468,"https://iiif.onb.ac.at/images/ABO/Z136981808/00468/492,549,1768,2549/full/0/native.jpg",Z136981808_00468_page468_01.jpg
Z136981808,425,page425,"https://iiif.onb.ac.at/images/ABO/Z136981808/00425/401,547,1950,1120/full/0/native.jpg",Z136981808_00425_page425_01.jpg
Z136981808,209,page209,"https://iiif.onb.ac.at/images/ABO/Z136981808/00209/1312,1929,333,327/full/0/native.jpg",Z136981808_00209_page209_01.jpg
Z136981808,155,page155,"https://iiif.onb.ac.at/images/ABO/Z136981808/00155/508,706,1845,911/full/0/native.jpg",Z136981808_00155_page155_01.jpg
Z136981808,60,page60,"https://iiif.onb.ac.at/images/ABO/Z136981808/00060/662,1165,1546,520/full/0/native.jpg",Z136981808_00060_page60_01.jpg
Z136981808,223,page223,"https://iiif.onb.ac.at/images/ABO/Z136981808/00223/445,1043,1647,1028/full/0/native.jpg",Z136981808_00223_page223_01.jpg
Z136981808,96,page96,"https://iiif.onb.ac.at/images/ABO/Z136981808/00096/729,1111,1383,754/full/0/native.jpg",Z136981808_00096_page96_01.jpg
Z136981808,268,page268,"https://iiif.onb.ac.at/images/ABO/Z136981808/00268/181,1914,2535,1136/full/0/native.jpg",Z136981808_00268_page268_01.jpg
Z136981808,176,page176,"https://iiif.onb.ac.at/images/ABO/Z136981808/00176/1325,1893,336,327/full/0/native.jpg",Z136981808_00176_page176_01.jpg
Z136981808,36,page36,"https://iiif.onb.ac.at/images/ABO/Z136981808/00036/1189,2212,641,592/full/0/native.jpg",Z136981808_00036_page36_01.jpg
Z136981808,210,page210,"https://iiif.onb.ac.at/images/ABO/Z136981808/00210/297,646,2091,2394/full/0/native.jpg",Z136981808_00210_page210_01.jpg
Z136981808,392,page392,"https://iiif.onb.ac.at/images/ABO/Z136981808/00392/1240,579,1546,2446/full/0/native.jpg",Z136981808_00392_page392_01.jpg
Z136981808,405,page405,"https://iiif.onb.ac.at/images/ABO/Z136981808/00405/441,1527,1610,1049/full/0/native.jpg",Z136981808_00405_page405_01.jpg
Z136981808,75,page75,"https://iiif.onb.ac.at/images/ABO/Z136981808/00075/623,622,1414,461/full/0/native.jpg",Z136981808_00075_page75_01.jpg
Z136981808,180,page180,"https://iiif.onb.ac.at/images/ABO/Z136981808/00180/730,1471,1337,853/full/0/native.jpg",Z136981808_00180_page180_01.jpg
Z136981808,52,page52,"https://iiif.onb.ac.at/images/ABO/Z136981808/00052/717,2064,1476,708/full/0/native.jpg",Z136981808_00052_page52_01.jpg
Z136981808,444,page444,"https://iiif.onb.ac.at/images/ABO/Z136981808/00444/734,678,1473,2292/full/0/native.jpg",Z136981808_00444_page444_01.jpg
Z136981808,320,page320,"https://iiif.onb.ac.at/images/ABO/Z136981808/00320/1179,641,567,567/full/0/native.jpg",Z136981808_00320_page320_01.jpg
Z136981808,112,page112,"https://iiif.onb.ac.at/images/ABO/Z136981808/00112/640,1418,1641,979/full/0/native.jpg",Z136981808_00112_page112_01.jpg
Z136981808,458,page458,"https://iiif.onb.ac.at/images/ABO/Z136981808/00458/739,602,2070,2073/full/0/native.jpg",Z136981808_00458_page458_01.jpg
Z136981808,458,page458,"https://iiif.onb.ac.at/images/ABO/Z136981808/00458/2147,1928,759,696/full/0/native.jpg",Z136981808_00458_page458_02.jpg
Z136981808,81,page81,"https://iiif.onb.ac.at/images/ABO/Z136981808/00081/612,546,1622,2504/full/0/native.jpg",Z136981808_00081_page81_01.jpg
Z136981808,81,page81,"https://iiif.onb.ac.at/images/ABO/Z136981808/00081/1064,1232,547,628/full/0/native.jpg",Z136981808_00081_page81_02.jpg
Z136981808,107,page107,"https://iiif.onb.ac.at/images/ABO/Z136981808/00107/608,747,1521,2260/full/0/native.jpg",Z136981808_00107_page107_01.jpg
Z136981808,204,page204,"https://iiif.onb.ac.at/images/ABO/Z136981808/00204/634,1468,1711,639/full/0/native.jpg",Z136981808_00204_page204_01.jpg
Z136981808,270,page270,"https://iiif.onb.ac.at/images/ABO/Z136981808/00270/1127,1919,312,318/full/0/native.jpg",Z136981808_00270_page270_01.jpg
Z136981808,150,page150,"https://iiif.onb.ac.at/images/ABO/Z136981808/00150/607,1777,1656,1032/full/0/native.jpg",Z136981808_00150_page150_01.jpg
Z136981808,400,page400,"https://iiif.onb.ac.at/images/ABO/Z136981808/00400/656,1106,1576,659/full/0/native.jpg",Z136981808_00400_page400_01.jpg
Z136981808,400,page400,"https://iiif.onb.ac.at/images/ABO/Z136981808/00400/670,660,1596,704/full/0/native.jpg",Z136981808_00400_page400_02.jpg
Z136981808,378,page378,"https://iiif.onb.ac.at/images/ABO/Z136981808/00378/1156,664,605,670/full/0/native.jpg",Z136981808_00378_page378_01.jpg
Z136981808,412,page412,"https://iiif.onb.ac.at/images/ABO/Z136981808/00412/241,332,2083,2956/full/0/native.jpg",Z136981808_00412_page412_01.jpg
Z136981808,426,page426,"https://iiif.onb.ac.at/images/ABO/Z136981808/00426/1335,1898,325,328/full/0/native.jpg",Z136981808_00426_page426_01.jpg
Z136981808,298,page298,"https://iiif.onb.ac.at/images/ABO/Z136981808/00298/557,1523,1678,888/full/0/native.jpg",Z136981808_00298_page298_01.jpg
Z136981808,302,page302,"https://iiif.onb.ac.at/images/ABO/Z136981808/00302/761,1221,1386,628/full/0/native.jpg",Z136981808_00302_page302_01.jpg
Z136981808,224,page224,"https://iiif.onb.ac.at/images/ABO/Z136981808/00224/781,576,1384,1342/full/0/native.jpg",Z136981808_00224_page224_01.jpg
Z136981808,345,page345,"https://iiif.onb.ac.at/images/ABO/Z136981808/00345/413,662,1715,906/full/0/native.jpg",Z136981808_00345_page345_01.jpg
Z136981808,59,page59,"https://iiif.onb.ac.at/images/ABO/Z136981808/00059/570,691,1323,1792/full/0/native.jpg",Z136981808_00059_page59_01.jpg
Z136981808,97,page97,"https://iiif.onb.ac.at/images/ABO/Z136981808/00097/739,1015,1151,1790/full/0/native.jpg",Z136981808_00097_page97_01.jpg
Z136981808,396,page396,"https://iiif.onb.ac.at/images/ABO/Z136981808/00396/586,1961,1726,896/full/0/native.jpg",Z136981808_00396_page396_01.jpg
Z136981808,179,page179,"https://iiif.onb.ac.at/images/ABO/Z136981808/00179/396,719,1775,1066/full/0/native.jpg",Z136981808_00179_page179_01.jpg
Z136981808,104,page104,"https://iiif.onb.ac.at/images/ABO/Z136981808/00104/724,2184,1445,532/full/0/native.jpg",Z136981808_00104_page104_01.jpg
Z136981808,443,page443,"https://iiif.onb.ac.at/images/ABO/Z136981808/00443/1587,2259,327,317/full/0/native.jpg",Z136981808_00443_page443_01.jpg
Z136981808,269,page269,"https://iiif.onb.ac.at/images/ABO/Z136981808/00269/0,680,2565,1061/full/0/native.jpg",Z136981808_00269_page269_01.jpg
Z136981808,131,page131,"https://iiif.onb.ac.at/images/ABO/Z136981808/00131/955,1366,646,261/full/0/native.jpg",Z136981808_00131_page131_01.jpg
Z136981808,214,page214,"https://iiif.onb.ac.at/images/ABO/Z136981808/00214/1069,2003,782,453/full/0/native.jpg",Z136981808_00214_page214_01.jpg
Z136981808,201,page201,"https://iiif.onb.ac.at/images/ABO/Z136981808/00201/967,2166,681,721/full/0/native.jpg",Z136981808_00201_page201_01.jpg
Z136981808,10,page10,"https://iiif.onb.ac.at/images/ABO/Z136981808/00010/305,489,2041,2309/full/0/native.jpg",Z136981808_00010_page10_01.jpg
Z137224409,141,page141,"https://iiif.onb.ac.at/images/ABO/Z137224409/00141/371,316,1320,994/full/0/native.jpg",Z137224409_00141_page141_01.jpg
Z137224409,799,page799,"https://iiif.onb.ac.at/images/ABO/Z137224409/00799/109,100,1773,2430/full/0/native.jpg",Z137224409_00799_page799_01.jpg
Z137224409,747,page747,"https://iiif.onb.ac.at/images/ABO/Z137224409/00747/642,395,827,566/full/0/native.jpg",Z137224409_00747_page747_01.jpg
Z137224409,365,page365,"https://iiif.onb.ac.at/images/ABO/Z137224409/00365/408,249,1729,2475/full/0/native.jpg",Z137224409_00365_page365_01.jpg
Z137224409,503,page503,"https://iiif.onb.ac.at/images/ABO/Z137224409/00503/60,1854,2229,1065/full/0/native.jpg",Z137224409_00503_page503_01.jpg
Z137224409,503,page503,"https://iiif.onb.ac.at/images/ABO/Z137224409/00503/336,16,1228,818/full/0/native.jpg",Z137224409_00503_page503_02.jpg
Z137224409,503,page503,"https://iiif.onb.ac.at/images/ABO/Z137224409/00503/51,1061,2240,650/full/0/native.jpg",Z137224409_00503_page503_03.jpg
Z137224409,309,page309,"https://iiif.onb.ac.at/images/ABO/Z137224409/00309/197,569,1614,560/full/0/native.jpg",Z137224409_00309_page309_01.jpg
Z137224409,691,page691,"https://iiif.onb.ac.at/images/ABO/Z137224409/00691/312,289,1610,2517/full/0/native.jpg",Z137224409_00691_page691_01.jpg
Z137224409,327,page327,"https://iiif.onb.ac.at/images/ABO/Z137224409/00327/201,356,841,1049/full/0/native.jpg",Z137224409_00327_page327_01.jpg
Z137224409,327,page327,"https://iiif.onb.ac.at/images/ABO/Z137224409/00327/1159,366,852,1056/full/0/native.jpg",Z137224409_00327_page327_02.jpg
Z137224409,327,page327,"https://iiif.onb.ac.at/images/ABO/Z137224409/00327/1141,1527,862,1065/full/0/native.jpg",Z137224409_00327_page327_03.jpg
Z137224409,327,page327,"https://iiif.onb.ac.at/images/ABO/Z137224409/00327/220,1511,819,1067/full/0/native.jpg",Z137224409_00327_page327_04.jpg
Z137224409,219,page219,"https://iiif.onb.ac.at/images/ABO/Z137224409/00219/502,562,1026,540/full/0/native.jpg",Z137224409_00219_page219_01.jpg
Z137224409,45,page45,"https://iiif.onb.ac.at/images/ABO/Z137224409/00045/575,117,994,975/full/0/native.jpg",Z137224409_00045_page45_01.jpg
Z137224409,73,page73,"https://iiif.onb.ac.at/images/ABO/Z137224409/00073/189,1602,912,1047/full/0/native.jpg",Z137224409_00073_page73_01.jpg
Z137224409,73,page73,"https://iiif.onb.ac.at/images/ABO/Z137224409/00073/221,434,869,1090/full/0/native.jpg",Z137224409_00073_page73_02.jpg
Z137224409,73,page73,"https://iiif.onb.ac.at/images/ABO/Z137224409/00073/1192,454,839,1063/full/0/native.jpg",Z137224409_00073_page73_03.jpg
Z137224409,73,page73,"https://iiif.onb.ac.at/images/ABO/Z137224409/00073/1151,1613,938,1048/full/0/native.jpg",Z137224409_00073_page73_04.jpg
Z137224409,73,page73,"https://iiif.onb.ac.at/images/ABO/Z137224409/00073/1148,1585,325,384/full/0/native.jpg",Z137224409_00073_page73_05.jpg
Z137224409,175,page175,"https://iiif.onb.ac.at/images/ABO/Z137224409/00175/217,205,1796,2659/full/0/native.jpg",Z137224409_00175_page175_01.jpg
Z137224409,843,page843,"https://iiif.onb.ac.at/images/ABO/Z137224409/00843/130,224,2190,2825/full/0/native.jpg",Z137224409_00843_page843_01.jpg
Z137224409,610,page610,"https://iiif.onb.ac.at/images/ABO/Z137224409/00610/250,74,1974,1466/full/0/native.jpg",Z137224409_00610_page610_01.jpg
Z137224409,277,page277,"https://iiif.onb.ac.at/images/ABO/Z137224409/00277/491,421,1157,670/full/0/native.jpg",Z137224409_00277_page277_01.jpg
Z137224409,641,page641,"https://iiif.onb.ac.at/images/ABO/Z137224409/00641/300,468,300,529/full/0/native.jpg",Z137224409_00641_page641_01.jpg
Z137224409,641,page641,"https://iiif.onb.ac.at/images/ABO/Z137224409/00641/1649,488,337,536/full/0/native.jpg",Z137224409_00641_page641_02.jpg
Z137224409,114,page114,"https://iiif.onb.ac.at/images/ABO/Z137224409/00114/1094,731,593,921/full/0/native.jpg",Z137224409_00114_page114_01.jpg
Z137224409,393,page393,"https://iiif.onb.ac.at/images/ABO/Z137224409/00393/228,313,1795,2477/full/0/native.jpg",Z137224409_00393_page393_01.jpg
Z137224409,771,page771,"https://iiif.onb.ac.at/images/ABO/Z137224409/00771/1123,667,261,384/full/0/native.jpg",Z137224409_00771_page771_01.jpg
Z137224409,771,page771,"https://iiif.onb.ac.at/images/ABO/Z137224409/00771/630,678,248,377/full/0/native.jpg",Z137224409_00771_page771_02.jpg
Z137224409,539,page539,"https://iiif.onb.ac.at/images/ABO/Z137224409/00539/252,260,1798,2519/full/0/native.jpg",Z137224409_00539_page539_01.jpg
Z137224409,231,page231,"https://iiif.onb.ac.at/images/ABO/Z137224409/00231/183,208,1774,2692/full/0/native.jpg",Z137224409_00231_page231_01.jpg
Z137224409,248,page248,"https://iiif.onb.ac.at/images/ABO/Z137224409/00248/929,215,893,594/full/0/native.jpg",Z137224409_00248_page248_01.jpg
Z137224409,545,page545,"https://iiif.onb.ac.at/images/ABO/Z137224409/00545/159,236,1335,2453/full/0/native.jpg",Z137224409_00545_page545_01.jpg
Z137224409,55,page55,"https://iiif.onb.ac.at/images/ABO/Z137224409/00055/784,367,626,839/full/0/native.jpg",Z137224409_00055_page55_01.jpg
Z137224409,837,page837,"https://iiif.onb.ac.at/images/ABO/Z137224409/00837/929,382,536,848/full/0/native.jpg",Z137224409_00837_page837_01.jpg
Z137224409,783,page783,"https://iiif.onb.ac.at/images/ABO/Z137224409/00783/240,337,1822,2458/full/0/native.jpg",Z137224409_00783_page783_01.jpg
Z137224409,493,page493,"https://iiif.onb.ac.at/images/ABO/Z137224409/00493/257,311,1790,2469/full/0/native.jpg",Z137224409_00493_page493_01.jpg
Z137224409,324,page324,"https://iiif.onb.ac.at/images/ABO/Z137224409/00324/961,905,632,701/full/0/native.jpg",Z137224409_00324_page324_01.jpg
Z137224409,169,page169,"https://iiif.onb.ac.at/images/ABO/Z137224409/00169/447,484,1198,615/full/0/native.jpg",Z137224409_00169_page169_01.jpg
Z137224409,299,page299,"https://iiif.onb.ac.at/images/ABO/Z137224409/00299/312,610,1640,1656/full/0/native.jpg",Z137224409_00299_page299_01.jpg
Z137224409,53,page53,"https://iiif.onb.ac.at/images/ABO/Z137224409/00053/317,1147,993,482/full/0/native.jpg",Z137224409_00053_page53_01.jpg
Z137224409,367,page367,"https://iiif.onb.ac.at/images/ABO/Z137224409/00367/371,247,1766,2484/full/0/native.jpg",Z137224409_00367_page367_01.jpg
Z137224409,259,page259,"https://iiif.onb.ac.at/images/ABO/Z137224409/00259/333,283,1665,2486/full/0/native.jpg",Z137224409_00259_page259_01.jpg
Z137224409,823,page823,"https://iiif.onb.ac.at/images/ABO/Z137224409/00823/330,282,1319,2462/full/0/native.jpg",Z137224409_00823_page823_01.jpg
Z137224409,72,page72,"https://iiif.onb.ac.at/images/ABO/Z137224409/00072/989,547,674,431/full/0/native.jpg",Z137224409_00072_page72_01.jpg
Z137224409,65,page65,"https://iiif.onb.ac.at/images/ABO/Z137224409/00065/543,700,1152,1448/full/0/native.jpg",Z137224409_00065_page65_01.jpg
Z137224409,118,page118,"https://iiif.onb.ac.at/images/ABO/Z137224409/00118/851,1590,971,672/full/0/native.jpg",Z137224409_00118_page118_01.jpg
Z137224409,202,page202,"https://iiif.onb.ac.at/images/ABO/Z137224409/00202/775,356,1272,742/full/0/native.jpg",Z137224409_00202_page202_01.jpg
Z137224409,109,page109,"https://iiif.onb.ac.at/images/ABO/Z137224409/00109/363,297,1552,2428/full/0/native.jpg",Z137224409_00109_page109_01.jpg
Z137224409,253,page253,"https://iiif.onb.ac.at/images/ABO/Z137224409/00253/304,215,1840,2577/full/0/native.jpg",Z137224409_00253_page253_01.jpg
Z137224409,159,page159,"https://iiif.onb.ac.at/images/ABO/Z137224409/00159/222,250,1822,2513/full/0/native.jpg",Z137224409_00159_page159_01.jpg
Z137224409,369,page369,"https://iiif.onb.ac.at/images/ABO/Z137224409/00369/378,243,1749,2495/full/0/native.jpg",Z137224409_00369_page369_01.jpg
Z137224409,681,page681,"https://iiif.onb.ac.at/images/ABO/Z137224409/00681/251,155,1833,2600/full/0/native.jpg",Z137224409_00681_page681_01.jpg
Z137224409,721,page721,"https://iiif.onb.ac.at/images/ABO/Z137224409/00721/255,354,1515,2452/full/0/native.jpg",Z137224409_00721_page721_01.jpg
Z137224409,83,page83,"https://iiif.onb.ac.at/images/ABO/Z137224409/00083/260,267,1720,2482/full/0/native.jpg",Z137224409_00083_page83_01.jpg
Z137224409,444,page444,"https://iiif.onb.ac.at/images/ABO/Z137224409/00444/848,410,1049,533/full/0/native.jpg",Z137224409_00444_page444_01.jpg
Z137224409,705,page705,"https://iiif.onb.ac.at/images/ABO/Z137224409/00705/377,550,1430,600/full/0/native.jpg",Z137224409_00705_page705_01.jpg
Z137224409,199,page199,"https://iiif.onb.ac.at/images/ABO/Z137224409/00199/199,251,1498,2686/full/0/native.jpg",Z137224409_00199_page199_01.jpg
